date,pair,open_trades
2019-09-18,GBPAUD,1
2019-09-18,CADJPY,4
2019-09-18,NZDJPY,4
2019-09-18,GBPUSD,1
2019-09-18,GBPCAD,1
2019-09-18,EURAUD,1
2019-09-19,XAUUSD,90
2019-09-19,GBPJPY,31
2019-09-19,GBPNZD,26
2019-09-19,XAGUSD,84
2019-09-19,EURJPY,14
2019-09-19,CHFJPY,7
2019-09-19,USDJPY,21
2019-09-19,AUDJPY,19
2019-09-19,GBPCHF,7
2019-09-19,EURCHF,1
2019-09-19,GBPAUD,1
2019-09-19,CADJPY,4
2019-09-19,NZDJPY,4
2019-09-19,GBPUSD,1
2019-09-19,GBPCAD,1
2019-09-19,EURAUD,1
2019-09-20,XAUUSD,88
2019-09-20,GBPJPY,30
2019-09-20,GBPNZD,26
2019-09-20,XAGUSD,84
2019-09-20,EURJPY,13
2019-09-20,CHFJPY,7
2019-09-20,USDJPY,21
2019-09-20,AUDJPY,18
2019-09-20,GBPCHF,7
2019-09-20,EURCHF,1
2019-09-20,GBPAUD,1
2019-09-20,CADJPY,3
2019-09-20,NZDJPY,4
2019-09-20,GBPUSD,1
2019-09-20,GBPCAD,1
2019-09-20,EURAUD,1
2019-09-23,XAUUSD,91
2019-09-23,GBPJPY,33
2019-09-23,GBPNZD,27
2019-09-23,XAGUSD,93
2019-09-23,EURJPY,13
2019-09-23,CHFJPY,7
2019-09-23,USDJPY,21
2019-09-23,AUDJPY,20
2019-09-23,GBPCHF,7
2019-09-23,EURCHF,1
2019-09-23,GBPAUD,1
2019-09-23,CADJPY,3
2019-09-23,NZDJPY,3
2019-09-23,GBPUSD,1
2019-09-23,GBPCAD,1
2019-09-23,EURAUD,2
2019-09-24,XAUUSD,86
2019-09-24,GBPJPY,33
2019-09-24,GBPNZD,27
2019-09-24,XAGUSD,93
2019-09-24,EURJPY,12
2019-09-24,CHFJPY,7
2019-09-24,USDJPY,20
2019-09-24,AUDJPY,20
2019-09-24,EURCHF,1
2019-09-24,GBPAUD,1
2019-09-24,GBPCHF,6
2019-09-24,CADJPY,3
2019-09-24,NZDJPY,2
2019-09-24,GBPUSD,1
2019-09-24,GBPCAD,1
2019-09-24,EURAUD,2
2019-09-25,XAUUSD,85
2019-09-25,GBPJPY,33
2019-09-25,GBPNZD,27
2019-09-25,XAGUSD,93
2019-09-25,EURJPY,10
2019-09-25,CHFJPY,7
2019-09-25,USDJPY,18
2019-09-25,AUDJPY,19
2019-09-25,EURCHF,1
2019-09-25,GBPAUD,1
2019-09-25,CADJPY,2
2019-09-25,GBPCHF,5
2019-09-25,NZDJPY,1
2019-09-25,GBPUSD,1
2019-09-25,GBPCAD,1
2019-09-25,EURAUD,2
2019-09-26,XAUUSD,84
2019-09-26,GBPJPY,33
2019-09-26,GBPNZD,27
2019-09-26,XAGUSD,93
2019-09-26,EURJPY,9
2019-09-26,CHFJPY,7
2019-09-26,USDJPY,17
2019-09-26,AUDJPY,18
2019-09-26,EURCHF,1
2019-09-26,GBPAUD,1
2019-09-26,CADJPY,1
2019-09-26,GBPCHF,4
2019-09-26,NZDJPY,1
2019-09-26,GBPUSD,1
2019-09-26,GBPCAD,1
2019-09-26,EURAUD,2
2019-09-27,XAUUSD,90
2019-09-27,GBPJPY,40
2019-09-27,GBPNZD,29
2019-09-27,XAGUSD,98
2019-09-27,EURJPY,10
2019-09-27,CHFJPY,7
2019-09-27,USDJPY,17
2019-09-27,AUDJPY,19
2019-09-27,EURCHF,1
2019-09-27,GBPAUD,1
2019-09-27,GBPCHF,4
2019-09-27,GBPUSD,1
2019-09-27,GBPCAD,1
2019-09-27,EURAUD,3
2019-09-30,XAUUSD,84
2019-09-30,GBPJPY,40
2019-09-30,GBPNZD,29
2019-09-30,XAGUSD,98
2019-09-30,EURJPY,8
2019-09-30,CHFJPY,7
2019-09-30,USDJPY,17
2019-09-30,AUDJPY,19
2019-09-30,EURCHF,1
2019-09-30,GBPAUD,1
2019-09-30,GBPCHF,3
2019-09-30,GBPUSD,1
2019-09-30,GBPCAD,1
2019-09-30,EURAUD,3
2019-10-01,XAUUSD,80
2019-10-01,GBPJPY,40
2019-10-01,GBPNZD,29
2019-10-01,XAGUSD,98
2019-10-01,EURJPY,6
2019-10-01,CHFJPY,7
2019-10-01,USDJPY,17
2019-10-01,AUDJPY,19
2019-10-01,EURCHF,1
2019-10-01,GBPAUD,1
2019-10-01,GBPCHF,3
2019-10-01,GBPUSD,1
2019-10-01,GBPCAD,1
2019-10-01,EURAUD,3
2019-10-02,GBPNZD,32
2019-10-02,XAGUSD,103
2019-10-02,EURJPY,6
2019-10-02,CHFJPY,7
2019-10-02,USDJPY,19
2019-10-02,XAUUSD,84
2019-10-02,AUDJPY,20
2019-10-02,GBPJPY,42
2019-10-02,EURCHF,1
2019-10-02,GBPAUD,1
2019-10-02,GBPCHF,3
2019-10-02,GBPUSD,1
2019-10-02,GBPCAD,1
2019-10-02,EURAUD,4
2019-10-03,GBPNZD,32
2019-10-03,XAGUSD,103
2019-10-03,EURJPY,6
2019-10-03,CHFJPY,7
2019-10-03,USDJPY,19
2019-10-03,XAUUSD,80
2019-10-03,AUDJPY,20
2019-10-03,EURCHF,1
2019-10-03,GBPAUD,1
2019-10-03,GBPJPY,41
2019-10-03,GBPCHF,2
2019-10-03,GBPUSD,1
2019-10-03,GBPCAD,1
2019-10-03,EURAUD,4
2019-10-04,GBPNZD,32
2019-10-04,XAGUSD,102
2019-10-04,EURJPY,4
2019-10-04,CHFJPY,7
2019-10-04,USDJPY,19
2019-10-04,XAUUSD,76
2019-10-04,AUDJPY,20
2019-10-04,EURCHF,1
2019-10-04,GBPAUD,1
2019-10-04,GBPJPY,39
2019-10-04,GBPCHF,2
2019-10-04,GBPUSD,1
2019-10-04,GBPCAD,1
2019-10-04,EURAUD,4
2019-10-07,GBPNZD,36
2019-10-07,XAGUSD,104
2019-10-07,EURJPY,5
2019-10-07,CHFJPY,7
2019-10-07,USDJPY,19
2019-10-07,XAUUSD,78
2019-10-07,AUDJPY,22
2019-10-07,EURCHF,1
2019-10-07,GBPAUD,1
2019-10-07,GBPJPY,42
2019-10-07,GBPCHF,2
2019-10-07,GBPUSD,1
2019-10-07,GBPCAD,2
2019-10-07,EURAUD,4
2019-10-08,GBPNZD,36
2019-10-08,XAGUSD,104
2019-10-08,EURJPY,4
2019-10-08,CHFJPY,7
2019-10-08,USDJPY,19
2019-10-08,XAUUSD,76
2019-10-08,AUDJPY,22
2019-10-08,EURCHF,1
2019-10-08,GBPAUD,1
2019-10-08,GBPJPY,42
2019-10-08,GBPCHF,2
2019-10-08,GBPUSD,1
2019-10-08,GBPCAD,2
2019-10-08,EURAUD,4
2019-10-09,GBPNZD,36
2019-10-09,XAGUSD,102
2019-10-09,EURJPY,3
2019-10-09,CHFJPY,7
2019-10-09,USDJPY,18
2019-10-09,XAUUSD,73
2019-10-09,AUDJPY,21
2019-10-09,EURCHF,1
2019-10-09,GBPAUD,1
2019-10-09,GBPJPY,42
2019-10-09,GBPUSD,1
2019-10-09,GBPCAD,2
2019-10-09,EURAUD,4
2019-10-09,GBPCHF,1
2019-10-10,GBPNZD,36
2019-10-10,XAGUSD,101
2019-10-10,EURJPY,3
2019-10-10,CHFJPY,7
2019-10-10,USDJPY,18
2019-10-10,XAUUSD,71
2019-10-10,AUDJPY,21
2019-10-10,EURCHF,1
2019-10-10,GBPAUD,1
2019-10-10,GBPJPY,42
2019-10-10,GBPUSD,1
2019-10-10,GBPCAD,2
2019-10-10,EURAUD,4
2019-10-10,GBPCHF,1
2019-10-11,GBPNZD,36
2019-10-11,XAGUSD,100
2019-10-11,EURJPY,3
2019-10-11,CHFJPY,7
2019-10-11,USDJPY,18
2019-10-11,XAUUSD,67
2019-10-11,AUDJPY,21
2019-10-11,EURCHF,1
2019-10-11,GBPAUD,1
2019-10-11,GBPJPY,41
2019-10-11,GBPUSD,1
2019-10-11,GBPCAD,2
2019-10-11,EURAUD,4
2019-10-11,GBPCHF,1
2019-10-14,GBPNZD,36
2019-10-14,XAGUSD,103
2019-10-14,EURJPY,4
2019-10-14,CHFJPY,7
2019-10-14,USDJPY,18
2019-10-14,XAUUSD,68
2019-10-14,AUDJPY,21
2019-10-14,EURCHF,1
2019-10-14,GBPAUD,1
2019-10-14,GBPJPY,48
2019-10-14,GBPUSD,3
2019-10-14,GBPCAD,2
2019-10-14,EURAUD,5
2019-10-14,GBPCHF,1
2019-10-15,GBPNZD,36
2019-10-15,XAGUSD,103
2019-10-15,EURJPY,4
2019-10-15,CHFJPY,7
2019-10-15,USDJPY,18
2019-10-15,XAUUSD,68
2019-10-15,AUDJPY,21
2019-10-15,EURCHF,1
2019-10-15,GBPAUD,1
2019-10-15,GBPJPY,48
2019-10-15,GBPUSD,3
2019-10-15,GBPCAD,2
2019-10-15,EURAUD,5
2019-10-15,GBPCHF,1
2019-10-16,GBPNZD,36
2019-10-16,XAGUSD,102
2019-10-16,EURJPY,4
2019-10-16,CHFJPY,7
2019-10-16,USDJPY,18
2019-10-16,XAUUSD,64
2019-10-16,AUDJPY,21
2019-10-16,EURCHF,1
2019-10-16,GBPAUD,1
2019-10-16,GBPJPY,48
2019-10-16,GBPUSD,3
2019-10-16,GBPCAD,2
2019-10-16,EURAUD,5
2019-10-17,GBPNZD,36
2019-10-17,XAGUSD,101
2019-10-17,EURJPY,4
2019-10-17,CHFJPY,7
2019-10-17,USDJPY,18
2019-10-17,XAUUSD,62
2019-10-17,AUDJPY,21
2019-10-17,EURCHF,1
2019-10-17,GBPAUD,1
2019-10-17,GBPJPY,48
2019-10-17,GBPUSD,3
2019-10-17,GBPCAD,2
2019-10-17,EURAUD,5
2019-10-18,GBPNZD,36
2019-10-18,XAGUSD,100
2019-10-18,EURJPY,4
2019-10-18,CHFJPY,7
2019-10-18,USDJPY,18
2019-10-18,XAUUSD,58
2019-10-18,AUDJPY,21
2019-10-18,EURCHF,1
2019-10-18,GBPAUD,1
2019-10-18,GBPJPY,47
2019-10-18,GBPUSD,3
2019-10-18,GBPCAD,2
2019-10-18,EURAUD,5
2019-10-21,GBPNZD,38
2019-10-21,XAGUSD,105
2019-10-21,EURJPY,5
2019-10-21,CHFJPY,7
2019-10-21,USDJPY,18
2019-10-21,XAUUSD,63
2019-10-21,AUDJPY,21
2019-10-21,EURCHF,1
2019-10-21,GBPAUD,1
2019-10-21,GBPJPY,48
2019-10-21,GBPUSD,5
2019-10-21,GBPCAD,2
2019-10-21,EURAUD,6
2019-10-21,CADJPY,1
2019-10-21,NZDJPY,3
2019-10-22,GBPNZD,38
2019-10-22,XAGUSD,105
2019-10-22,EURJPY,5
2019-10-22,CHFJPY,7
2019-10-22,USDJPY,18
2019-10-22,XAUUSD,63
2019-10-22,AUDJPY,21
2019-10-22,EURCHF,1
2019-10-22,GBPAUD,1
2019-10-22,GBPJPY,48
2019-10-22,GBPUSD,5
2019-10-22,GBPCAD,2
2019-10-22,EURAUD,6
2019-10-22,CADJPY,1
2019-10-22,NZDJPY,3
2019-10-23,GBPNZD,38
2019-10-23,XAGUSD,103
2019-10-23,EURJPY,5
2019-10-23,CHFJPY,7
2019-10-23,USDJPY,18
2019-10-23,XAUUSD,61
2019-10-23,AUDJPY,20
2019-10-23,EURCHF,1
2019-10-23,GBPAUD,1
2019-10-23,GBPJPY,47
2019-10-23,GBPUSD,5
2019-10-23,GBPCAD,2
2019-10-23,EURAUD,6
2019-10-23,CADJPY,1
2019-10-23,NZDJPY,3
2019-10-24,GBPNZD,38
2019-10-24,XAGUSD,103
2019-10-24,EURJPY,5
2019-10-24,CHFJPY,7
2019-10-24,USDJPY,18
2019-10-24,XAUUSD,61
2019-10-24,AUDJPY,20
2019-10-24,EURCHF,1
2019-10-24,GBPAUD,1
2019-10-24,GBPJPY,47
2019-10-24,GBPUSD,5
2019-10-24,GBPCAD,2
2019-10-24,EURAUD,6
2019-10-24,CADJPY,1
2019-10-24,NZDJPY,3
2019-10-25,GBPNZD,38
2019-10-25,XAGUSD,103
2019-10-25,EURJPY,5
2019-10-25,CHFJPY,7
2019-10-25,USDJPY,18
2019-10-25,XAUUSD,61
2019-10-25,AUDJPY,20
2019-10-25,EURCHF,1
2019-10-25,GBPAUD,1
2019-10-25,GBPJPY,47
2019-10-25,GBPUSD,5
2019-10-25,GBPCAD,2
2019-10-25,EURAUD,6
2019-10-25,CADJPY,1
2019-10-25,NZDJPY,3
2019-10-28,GBPNZD,38
2019-10-28,XAGUSD,102
2019-10-28,EURJPY,4
2019-10-28,CHFJPY,7
2019-10-28,USDJPY,18
2019-10-28,XAUUSD,56
2019-10-28,AUDJPY,20
2019-10-28,EURCHF,1
2019-10-28,GBPAUD,1
2019-10-28,GBPJPY,43
2019-10-28,GBPUSD,5
2019-10-28,GBPCAD,2
2019-10-28,EURAUD,6
2019-10-28,NZDJPY,3
2019-10-29,GBPNZD,38
2019-10-29,XAGUSD,102
2019-10-29,EURJPY,4
2019-10-29,CHFJPY,7
2019-10-29,USDJPY,18
2019-10-29,XAUUSD,56
2019-10-29,AUDJPY,20
2019-10-29,EURCHF,1
2019-10-29,GBPAUD,1
2019-10-29,GBPJPY,43
2019-10-29,GBPUSD,5
2019-10-29,GBPCAD,2
2019-10-29,EURAUD,6
2019-10-29,NZDJPY,3
2019-10-30,GBPNZD,38
2019-10-30,XAGUSD,102
2019-10-30,EURJPY,4
2019-10-30,CHFJPY,7
2019-10-30,USDJPY,18
2019-10-30,XAUUSD,56
2019-10-30,AUDJPY,20
2019-10-30,EURCHF,1
2019-10-30,GBPAUD,1
2019-10-30,GBPJPY,43
2019-10-30,GBPUSD,5
2019-10-30,GBPCAD,2
2019-10-30,EURAUD,6
2019-10-30,NZDJPY,3
2019-10-31,GBPNZD,38
2019-10-31,XAGUSD,102
2019-10-31,EURJPY,4
2019-10-31,CHFJPY,7
2019-10-31,USDJPY,18
2019-10-31,XAUUSD,56
2019-10-31,AUDJPY,20
2019-10-31,EURCHF,1
2019-10-31,GBPAUD,1
2019-10-31,GBPJPY,43
2019-10-31,GBPUSD,5
2019-10-31,GBPCAD,2
2019-10-31,EURAUD,6
2019-10-31,NZDJPY,3
2019-11-01,CHFJPY,7
2019-11-01,USDJPY,18
2019-11-01,XAGUSD,101
2019-11-01,XAUUSD,54
2019-11-01,AUDJPY,20
2019-11-01,EURJPY,3
2019-11-01,EURCHF,1
2019-11-01,GBPAUD,1
2019-11-01,GBPJPY,42
2019-11-01,GBPNZD,37
2019-11-01,GBPUSD,5
2019-11-01,GBPCAD,2
2019-11-01,EURAUD,6
2019-11-01,NZDJPY,3
2019-11-04,CHFJPY,6
2019-11-04,USDJPY,18
2019-11-04,XAGUSD,102
2019-11-04,XAUUSD,61
2019-11-04,AUDJPY,21
2019-11-04,EURCHF,1
2019-11-04,GBPAUD,1
2019-11-04,GBPNZD,35
2019-11-04,GBPJPY,46
2019-11-04,GBPUSD,4
2019-11-04,GBPCAD,2
2019-11-04,EURAUD,6
2019-11-04,EURJPY,3
2019-11-04,NZDJPY,5
2019-11-04,GBPCHF,1
2019-11-05,CHFJPY,6
2019-11-05,USDJPY,18
2019-11-05,XAGUSD,101
2019-11-05,XAUUSD,61
2019-11-05,AUDJPY,21
2019-11-05,EURCHF,1
2019-11-05,GBPAUD,1
2019-11-05,GBPNZD,34
2019-11-05,GBPJPY,45
2019-11-05,GBPUSD,4
2019-11-05,GBPCAD,2
2019-11-05,EURAUD,6
2019-11-05,EURJPY,3
2019-11-05,NZDJPY,5
2019-11-05,GBPCHF,1
2019-11-06,CHFJPY,6
2019-11-06,USDJPY,18
2019-11-06,XAGUSD,100
2019-11-06,XAUUSD,61
2019-11-06,AUDJPY,20
2019-11-06,EURCHF,1
2019-11-06,GBPAUD,1
2019-11-06,GBPNZD,34
2019-11-06,GBPJPY,44
2019-11-06,GBPUSD,4
2019-11-06,GBPCAD,2
2019-11-06,EURAUD,6
2019-11-06,EURJPY,3
2019-11-06,NZDJPY,5
2019-11-06,GBPCHF,1
2019-11-07,CHFJPY,6
2019-11-07,USDJPY,18
2019-11-07,XAGUSD,100
2019-11-07,XAUUSD,61
2019-11-07,AUDJPY,20
2019-11-07,EURCHF,1
2019-11-07,GBPAUD,1
2019-11-07,GBPNZD,34
2019-11-07,GBPJPY,44
2019-11-07,GBPUSD,4
2019-11-07,GBPCAD,2
2019-11-07,EURAUD,6
2019-11-07,EURJPY,3
2019-11-07,NZDJPY,5
2019-11-07,GBPCHF,1
2019-11-08,CHFJPY,6
2019-11-08,USDJPY,18
2019-11-08,XAGUSD,98
2019-11-08,XAUUSD,61
2019-11-08,AUDJPY,20
2019-11-08,EURCHF,1
2019-11-08,GBPAUD,1
2019-11-08,GBPNZD,33
2019-11-08,GBPJPY,44
2019-11-08,GBPUSD,4
2019-11-08,GBPCAD,2
2019-11-08,EURAUD,6
2019-11-08,EURJPY,3
2019-11-08,NZDJPY,5
2019-11-08,GBPCHF,1
2019-11-11,CHFJPY,6
2019-11-11,USDJPY,19
2019-11-11,XAGUSD,99
2019-11-11,XAUUSD,65
2019-11-11,AUDJPY,22
2019-11-11,EURCHF,1
2019-11-11,GBPAUD,1
2019-11-11,GBPNZD,31
2019-11-11,GBPJPY,46
2019-11-11,GBPUSD,3
2019-11-11,GBPCAD,2
2019-11-11,EURAUD,6
2019-11-11,EURJPY,4
2019-11-11,NZDJPY,8
2019-11-11,GBPCHF,1
2019-11-11,CADJPY,1
2019-11-12,CHFJPY,6
2019-11-12,USDJPY,19
2019-11-12,XAGUSD,97
2019-11-12,XAUUSD,65
2019-11-12,AUDJPY,22
2019-11-12,EURCHF,1
2019-11-12,GBPAUD,1
2019-11-12,GBPNZD,31
2019-11-12,GBPJPY,45
2019-11-12,GBPUSD,3
2019-11-12,GBPCAD,2
2019-11-12,EURAUD,6
2019-11-12,EURJPY,4
2019-11-12,NZDJPY,8
2019-11-12,GBPCHF,1
2019-11-12,CADJPY,1
2019-11-13,CHFJPY,6
2019-11-13,USDJPY,19
2019-11-13,XAGUSD,97
2019-11-13,XAUUSD,65
2019-11-13,AUDJPY,22
2019-11-13,EURCHF,1
2019-11-13,GBPAUD,1
2019-11-13,GBPNZD,31
2019-11-13,GBPJPY,44
2019-11-13,GBPUSD,2
2019-11-13,GBPCAD,2
2019-11-13,EURAUD,6
2019-11-13,NZDJPY,8
2019-11-13,EURJPY,3
2019-11-13,GBPCHF,1
2019-11-13,CADJPY,1
2019-11-14,CHFJPY,6
2019-11-14,USDJPY,19
2019-11-14,XAGUSD,97
2019-11-14,XAUUSD,65
2019-11-14,AUDJPY,22
2019-11-14,EURCHF,1
2019-11-14,GBPAUD,1
2019-11-14,GBPNZD,31
2019-11-14,GBPJPY,44
2019-11-14,GBPUSD,2
2019-11-14,GBPCAD,2
2019-11-14,EURAUD,6
2019-11-14,NZDJPY,8
2019-11-14,EURJPY,3
2019-11-14,GBPCHF,1
2019-11-14,CADJPY,1
2019-11-15,CHFJPY,6
2019-11-15,USDJPY,19
2019-11-15,XAGUSD,96
2019-11-15,XAUUSD,65
2019-11-15,AUDJPY,22
2019-11-15,EURCHF,1
2019-11-15,GBPAUD,1
2019-11-15,GBPNZD,31
2019-11-15,GBPJPY,42
2019-11-15,GBPUSD,2
2019-11-15,GBPCAD,2
2019-11-15,EURAUD,6
2019-11-15,NZDJPY,8
2019-11-15,EURJPY,3
2019-11-15,GBPCHF,1
2019-11-15,CADJPY,1
2019-11-18,CHFJPY,6
2019-11-18,USDJPY,19
2019-11-18,XAGUSD,96
2019-11-18,XAUUSD,68
2019-11-18,AUDJPY,24
2019-11-18,EURCHF,1
2019-11-18,GBPAUD,1
2019-11-18,GBPNZD,31
2019-11-18,GBPJPY,49
2019-11-18,GBPCAD,2
2019-11-18,EURAUD,6
2019-11-18,GBPUSD,1
2019-11-18,NZDJPY,10
2019-11-18,EURJPY,4
2019-11-18,GBPCHF,1
2019-11-18,CADJPY,2
2019-11-19,CHFJPY,6
2019-11-19,USDJPY,19
2019-11-19,XAGUSD,96
2019-11-19,XAUUSD,68
2019-11-19,AUDJPY,24
2019-11-19,EURCHF,1
2019-11-19,GBPAUD,1
2019-11-19,GBPNZD,31
2019-11-19,GBPJPY,49
2019-11-19,GBPCAD,2
2019-11-19,EURAUD,6
2019-11-19,GBPUSD,1
2019-11-19,NZDJPY,10
2019-11-19,EURJPY,4
2019-11-19,GBPCHF,1
2019-11-19,CADJPY,2
2019-11-20,CHFJPY,6
2019-11-20,USDJPY,19
2019-11-20,XAGUSD,96
2019-11-20,XAUUSD,66
2019-11-20,AUDJPY,24
2019-11-20,EURCHF,1
2019-11-20,GBPAUD,1
2019-11-20,GBPNZD,31
2019-11-20,GBPJPY,49
2019-11-20,GBPCAD,2
2019-11-20,EURAUD,6
2019-11-20,GBPUSD,1
2019-11-20,EURJPY,4
2019-11-20,NZDJPY,9
2019-11-20,GBPCHF,1
2019-11-20,CADJPY,2
2019-11-21,CHFJPY,6
2019-11-21,USDJPY,19
2019-11-21,XAGUSD,96
2019-11-21,XAUUSD,66
2019-11-21,AUDJPY,24
2019-11-21,EURCHF,1
2019-11-21,GBPAUD,1
2019-11-21,GBPNZD,31
2019-11-21,GBPJPY,49
2019-11-21,GBPCAD,2
2019-11-21,EURAUD,6
2019-11-21,GBPUSD,1
2019-11-21,EURJPY,4
2019-11-21,NZDJPY,9
2019-11-21,GBPCHF,1
2019-11-21,CADJPY,2
2019-11-22,CHFJPY,6
2019-11-22,USDJPY,19
2019-11-22,XAGUSD,94
2019-11-22,XAUUSD,66
2019-11-22,AUDJPY,24
2019-11-22,EURCHF,1
2019-11-22,GBPAUD,1
2019-11-22,GBPNZD,31
2019-11-22,GBPJPY,48
2019-11-22,GBPCAD,2
2019-11-22,EURAUD,6
2019-11-22,GBPUSD,1
2019-11-22,EURJPY,4
2019-11-22,NZDJPY,9
2019-11-22,GBPCHF,1
2019-11-22,CADJPY,2
2019-11-25,CHFJPY,6
2019-11-25,USDJPY,19
2019-11-25,XAGUSD,93
2019-11-25,XAUUSD,62
2019-11-25,AUDJPY,22
2019-11-25,EURCHF,1
2019-11-25,GBPAUD,1
2019-11-25,GBPNZD,31
2019-11-25,GBPJPY,47
2019-11-25,GBPCAD,2
2019-11-25,EURAUD,6
2019-11-25,GBPUSD,1
2019-11-25,EURJPY,4
2019-11-25,NZDJPY,8
2019-11-25,GBPCHF,1
2019-11-25,CADJPY,2
2019-11-26,CHFJPY,6
2019-11-26,USDJPY,19
2019-11-26,XAGUSD,92
2019-11-26,XAUUSD,62
2019-11-26,AUDJPY,22
2019-11-26,EURCHF,1
2019-11-26,GBPAUD,1
2019-11-26,GBPNZD,31
2019-11-26,GBPJPY,45
2019-11-26,GBPCAD,2
2019-11-26,EURAUD,6
2019-11-26,GBPUSD,1
