date,pair,open_trades
2022-09-28,CADJPY,25
2022-09-28,GBPJPY,41
2022-09-28,USDJPY,57
2022-09-28,XAUUSD,77
2022-09-28,EURAUD,12
2022-09-28,CHFJPY,43
2022-09-28,EURJPY,29
2022-09-28,XAGUSD,9
2022-09-28,EURCHF,1
2022-09-28,USDNOK,1
2022-09-29,AUDJPY,14
2022-09-29,NZDJPY,12
2022-09-29,CADJPY,24
2022-09-29,GBPJPY,40
2022-09-29,USDJPY,56
2022-09-29,XAUUSD,73
2022-09-29,EURAUD,12
2022-09-29,CHFJPY,42
2022-09-29,EURJPY,29
2022-09-29,XAGUSD,8
2022-09-29,EURCHF,1
2022-09-29,USDNOK,1
2022-09-30,AUDJPY,14
2022-09-30,NZDJPY,12
2022-09-30,CADJPY,24
2022-09-30,GBPJPY,40
2022-09-30,USDJPY,54
2022-09-30,XAUUSD,71
2022-09-30,EURAUD,12
2022-09-30,CHFJPY,42
2022-09-30,EURJPY,29
2022-09-30,XAGUSD,6
2022-09-30,EURCHF,1
2022-09-30,USDNOK,1
2022-10-03,NZDJPY,10
2022-10-03,CADJPY,25
2022-10-03,GBPJPY,43
2022-10-03,USDJPY,55
2022-10-03,XAUUSD,74
2022-10-03,EURAUD,12
2022-10-03,CHFJPY,47
2022-10-03,EURJPY,31
2022-10-03,AUDJPY,9
2022-10-03,XAGUSD,7
2022-10-03,EURCHF,1
2022-10-03,USDNOK,2
2022-10-03,GBPAUD,3
2022-10-03,GBPCAD,1
2022-10-03,USDCHF,1
2022-10-04,NZDJPY,10
2022-10-04,CADJPY,25
2022-10-04,GBPJPY,43
2022-10-04,USDJPY,54
2022-10-04,XAUUSD,73
2022-10-04,EURAUD,12
2022-10-04,CHFJPY,47
2022-10-04,EURJPY,31
2022-10-04,AUDJPY,8
2022-10-04,XAGUSD,7
2022-10-04,EURCHF,1
2022-10-04,USDNOK,2
2022-10-04,GBPAUD,3
2022-10-04,GBPCAD,1
2022-10-04,USDCHF,1
2022-10-05,NZDJPY,9
2022-10-05,CADJPY,25
2022-10-05,GBPJPY,43
2022-10-05,USDJPY,53
2022-10-05,XAUUSD,72
2022-10-05,EURAUD,12
2022-10-05,CHFJPY,45
2022-10-05,EURJPY,31
2022-10-05,AUDJPY,5
2022-10-05,XAGUSD,6
2022-10-05,EURCHF,1
2022-10-05,USDNOK,2
2022-10-05,GBPAUD,3
2022-10-05,GBPCAD,1
2022-10-05,USDCHF,1
2022-10-06,NZDJPY,8
2022-10-06,CADJPY,24
2022-10-06,GBPJPY,43
2022-10-06,USDJPY,52
2022-10-06,XAUUSD,71
2022-10-06,EURAUD,12
2022-10-06,CHFJPY,43
2022-10-06,EURJPY,31
2022-10-06,AUDJPY,3
2022-10-06,XAGUSD,5
2022-10-06,EURCHF,1
2022-10-06,USDNOK,2
2022-10-06,GBPAUD,3
2022-10-06,GBPCAD,1
2022-10-06,USDCHF,1
2022-10-07,NZDJPY,8
2022-10-07,CADJPY,24
2022-10-07,GBPJPY,46
2022-10-07,USDJPY,54
2022-10-07,XAUUSD,78
2022-10-07,EURAUD,12
2022-10-07,CHFJPY,45
2022-10-07,EURJPY,31
2022-10-07,AUDJPY,2
2022-10-07,EURCHF,2
2022-10-07,XAGUSD,6
2022-10-07,USDNOK,4
2022-10-07,GBPAUD,3
2022-10-07,GBPCAD,2
2022-10-07,USDCHF,1
2022-10-07,GBPNZD,1
2022-10-07,GBPCHF,1
2022-10-07,USDSEK,1
2022-10-10,NZDJPY,7
2022-10-10,CADJPY,21
2022-10-10,GBPJPY,46
2022-10-10,USDJPY,52
2022-10-10,XAUUSD,75
2022-10-10,EURAUD,12
2022-10-10,CHFJPY,43
2022-10-10,EURJPY,31
2022-10-10,AUDJPY,2
2022-10-10,EURCHF,2
2022-10-10,XAGUSD,5
2022-10-10,USDNOK,4
2022-10-10,GBPAUD,3
2022-10-10,GBPCAD,2
2022-10-10,USDCHF,1
2022-10-10,GBPNZD,1
2022-10-10,GBPCHF,1
2022-10-10,USDSEK,1
2022-10-11,NZDJPY,7
2022-10-11,CADJPY,21
2022-10-11,GBPJPY,46
2022-10-11,USDJPY,52
2022-10-11,XAUUSD,75
2022-10-11,EURAUD,12
2022-10-11,CHFJPY,43
2022-10-11,EURJPY,31
2022-10-11,AUDJPY,2
2022-10-11,EURCHF,2
2022-10-11,XAGUSD,5
2022-10-11,USDNOK,4
2022-10-11,GBPAUD,3
2022-10-11,GBPCAD,2
2022-10-11,USDCHF,1
2022-10-11,GBPNZD,1
2022-10-11,GBPCHF,1
2022-10-11,USDSEK,1
2022-10-12,NZDJPY,7
2022-10-12,CADJPY,21
2022-10-12,GBPJPY,46
2022-10-12,USDJPY,50
2022-10-12,XAUUSD,74
2022-10-12,EURAUD,12
2022-10-12,CHFJPY,43
2022-10-12,EURJPY,30
2022-10-12,AUDJPY,1
2022-10-12,EURCHF,2
2022-10-12,USDNOK,4
2022-10-12,XAGUSD,4
2022-10-12,GBPAUD,3
2022-10-12,GBPCAD,2
2022-10-12,USDCHF,1
2022-10-12,GBPNZD,1
2022-10-12,GBPCHF,1
2022-10-12,USDSEK,1
2022-10-13,NZDJPY,7
2022-10-13,CADJPY,20
2022-10-13,GBPJPY,48
2022-10-13,USDJPY,50
2022-10-13,XAUUSD,80
2022-10-13,EURAUD,12
2022-10-13,CHFJPY,43
2022-10-13,EURJPY,33
2022-10-13,EURCHF,4
2022-10-13,USDNOK,5
2022-10-13,XAGUSD,6
2022-10-13,GBPAUD,4
2022-10-13,GBPCAD,3
2022-10-13,USDCHF,2
2022-10-13,GBPNZD,1
2022-10-13,GBPCHF,1
2022-10-13,USDSEK,3
2022-10-13,AUDJPY,1
2022-10-13,EURSEK,1
2022-10-14,NZDJPY,7
2022-10-14,CADJPY,19
2022-10-14,GBPJPY,48
2022-10-14,USDJPY,49
2022-10-14,XAUUSD,79
2022-10-14,EURAUD,12
2022-10-14,CHFJPY,41
2022-10-14,EURJPY,33
2022-10-14,EURCHF,4
2022-10-14,USDNOK,5
2022-10-14,XAGUSD,5
2022-10-14,GBPAUD,4
2022-10-14,GBPCAD,3
2022-10-14,USDCHF,2
2022-10-14,GBPNZD,1
2022-10-14,GBPCHF,1
2022-10-14,USDSEK,3
2022-10-14,AUDJPY,1
2022-10-14,EURSEK,1
2022-10-17,NZDJPY,7
2022-10-17,CADJPY,19
2022-10-17,GBPJPY,48
2022-10-17,USDJPY,48
2022-10-17,XAUUSD,76
2022-10-17,EURAUD,12
2022-10-17,CHFJPY,39
2022-10-17,EURJPY,31
2022-10-17,EURCHF,4
2022-10-17,USDNOK,5
2022-10-17,GBPAUD,4
2022-10-17,GBPCAD,3
2022-10-17,USDCHF,2
2022-10-17,XAGUSD,4
2022-10-17,GBPNZD,1
2022-10-17,GBPCHF,1
2022-10-17,USDSEK,3
2022-10-17,AUDJPY,1
2022-10-17,EURSEK,1
2022-10-18,NZDJPY,7
2022-10-18,CADJPY,19
2022-10-18,GBPJPY,48
2022-10-18,USDJPY,48
2022-10-18,XAUUSD,76
2022-10-18,EURAUD,12
2022-10-18,CHFJPY,39
2022-10-18,EURJPY,31
2022-10-18,EURCHF,4
2022-10-18,USDNOK,5
2022-10-18,GBPAUD,4
2022-10-18,GBPCAD,3
2022-10-18,USDCHF,2
2022-10-18,XAGUSD,4
2022-10-18,GBPNZD,1
2022-10-18,GBPCHF,1
2022-10-18,USDSEK,3
2022-10-18,AUDJPY,1
2022-10-18,EURSEK,1
2022-10-19,NZDJPY,7
2022-10-19,CADJPY,19
2022-10-19,GBPJPY,48
2022-10-19,USDJPY,47
2022-10-19,XAUUSD,73
2022-10-19,EURAUD,12
2022-10-19,CHFJPY,37
2022-10-19,EURJPY,31
2022-10-19,EURCHF,4
2022-10-19,USDNOK,5
2022-10-19,GBPAUD,4
2022-10-19,GBPCAD,3
2022-10-19,USDCHF,2
2022-10-19,XAGUSD,4
2022-10-19,GBPNZD,1
2022-10-19,GBPCHF,1
2022-10-19,USDSEK,3
2022-10-19,AUDJPY,1
2022-10-19,EURSEK,1
2022-10-20,NZDJPY,7
2022-10-20,CADJPY,19
2022-10-20,GBPJPY,48
2022-10-20,USDJPY,47
2022-10-20,XAUUSD,73
2022-10-20,EURAUD,12
2022-10-20,CHFJPY,37
2022-10-20,EURJPY,31
2022-10-20,EURCHF,4
2022-10-20,USDNOK,5
2022-10-20,GBPAUD,3
2022-10-20,GBPCAD,3
2022-10-20,USDCHF,2
2022-10-20,XAGUSD,3
2022-10-20,GBPNZD,1
2022-10-20,GBPCHF,1
2022-10-20,USDSEK,3
2022-10-20,EURSEK,1
2022-10-21,NZDJPY,8
2022-10-21,CADJPY,19
2022-10-21,GBPJPY,48
2022-10-21,USDJPY,51
2022-10-21,XAUUSD,78
2022-10-21,EURAUD,12
2022-10-21,CHFJPY,39
2022-10-21,EURJPY,33
2022-10-21,EURCHF,6
2022-10-21,USDNOK,7
2022-10-21,GBPAUD,5
2022-10-21,GBPCAD,3
2022-10-21,USDCHF,4
2022-10-21,XAGUSD,5
2022-10-21,GBPCHF,1
2022-10-21,USDSEK,3
2022-10-21,EURSEK,1
2022-10-21,GBPNZD,1
2022-10-24,NZDJPY,8
2022-10-24,CADJPY,18
2022-10-24,GBPJPY,48
2022-10-24,USDJPY,49
2022-10-24,XAUUSD,78
2022-10-24,EURAUD,12
2022-10-24,CHFJPY,37
2022-10-24,EURJPY,33
2022-10-24,EURCHF,6
2022-10-24,USDNOK,7
2022-10-24,GBPAUD,4
2022-10-24,GBPCAD,3
2022-10-24,USDCHF,4
2022-10-24,XAGUSD,5
2022-10-24,GBPCHF,1
2022-10-24,USDSEK,3
2022-10-24,EURSEK,1
2022-10-24,GBPNZD,1
2022-10-25,NZDJPY,8
2022-10-25,CADJPY,18
2022-10-25,GBPJPY,48
2022-10-25,USDJPY,49
2022-10-25,XAUUSD,78
2022-10-25,EURAUD,12
2022-10-25,CHFJPY,37
2022-10-25,EURJPY,33
2022-10-25,EURCHF,6
2022-10-25,USDNOK,7
2022-10-25,GBPAUD,4
2022-10-25,GBPCAD,3
2022-10-25,USDCHF,4
2022-10-25,XAGUSD,5
2022-10-25,GBPCHF,1
2022-10-25,USDSEK,3
2022-10-25,EURSEK,1
2022-10-25,GBPNZD,1
2022-10-26,NZDJPY,8
2022-10-26,CADJPY,18
2022-10-26,GBPJPY,48
2022-10-26,USDJPY,49
2022-10-26,XAUUSD,78
2022-10-26,EURAUD,12
2022-10-26,CHFJPY,37
2022-10-26,EURJPY,33
2022-10-26,EURCHF,6
2022-10-26,USDNOK,7
2022-10-26,GBPAUD,4
2022-10-26,GBPCAD,3
2022-10-26,USDCHF,4
2022-10-26,XAGUSD,5
2022-10-26,GBPCHF,1
2022-10-26,USDSEK,3
2022-10-26,EURSEK,1
2022-10-26,GBPNZD,1
2022-10-27,NZDJPY,8
2022-10-27,CADJPY,18
2022-10-27,GBPJPY,48
2022-10-27,USDJPY,49
2022-10-27,XAUUSD,78
2022-10-27,EURAUD,12
2022-10-27,CHFJPY,37
2022-10-27,EURJPY,31
2022-10-27,EURCHF,6
2022-10-27,USDNOK,7
2022-10-27,GBPAUD,4
2022-10-27,GBPCAD,3
2022-10-27,USDCHF,4
2022-10-27,XAGUSD,4
2022-10-27,GBPCHF,1
2022-10-27,USDSEK,3
2022-10-27,EURSEK,1
2022-10-27,GBPNZD,1
2022-10-28,NZDJPY,8
2022-10-28,CADJPY,18
2022-10-28,GBPJPY,48
2022-10-28,USDJPY,48
2022-10-28,XAUUSD,78
2022-10-28,EURAUD,12
2022-10-28,CHFJPY,34
2022-10-28,EURJPY,31
2022-10-28,EURCHF,6
2022-10-28,USDNOK,7
2022-10-28,GBPAUD,3
2022-10-28,GBPCAD,3
2022-10-28,USDCHF,4
2022-10-28,USDSEK,3
2022-10-28,EURSEK,1
2022-10-28,XAGUSD,2
2022-10-31,CADJPY,17
2022-10-31,GBPJPY,48
2022-10-31,USDJPY,48
2022-10-31,XAUUSD,78
2022-10-31,EURAUD,12
2022-10-31,CHFJPY,34
2022-10-31,EURJPY,31
2022-10-31,NZDJPY,6
2022-10-31,EURCHF,6
2022-10-31,USDNOK,7
2022-10-31,GBPAUD,3
2022-10-31,GBPCAD,3
2022-10-31,USDCHF,4
2022-10-31,USDSEK,3
2022-10-31,EURSEK,1
2022-10-31,XAGUSD,2
2022-11-01,CADJPY,16
2022-11-01,GBPJPY,46
2022-11-01,USDJPY,48
2022-11-01,XAUUSD,78
2022-11-01,EURAUD,12
2022-11-01,CHFJPY,34
2022-11-01,EURJPY,31
2022-11-01,NZDJPY,6
2022-11-01,EURCHF,6
2022-11-01,USDNOK,7
2022-11-01,GBPAUD,3
2022-11-01,GBPCAD,3
2022-11-01,USDCHF,4
2022-11-01,USDSEK,3
2022-11-01,EURSEK,1
2022-11-01,XAGUSD,2
2022-11-02,CADJPY,18
2022-11-02,GBPJPY,47
2022-11-02,USDJPY,53
2022-11-02,XAUUSD,83
2022-11-02,EURAUD,12
2022-11-02,CHFJPY,39
2022-11-02,EURJPY,34
2022-11-02,NZDJPY,6
2022-11-02,EURCHF,6
2022-11-02,USDNOK,7
2022-11-02,GBPAUD,2
2022-11-02,GBPCAD,3
2022-11-02,USDCHF,5
2022-11-02,USDSEK,3
2022-11-02,EURSEK,1
2022-11-02,XAGUSD,4
2022-11-02,AUDJPY,1
2022-11-03,CADJPY,18
2022-11-03,GBPJPY,47
2022-11-03,USDJPY,52
2022-11-03,XAUUSD,83
2022-11-03,EURAUD,12
2022-11-03,CHFJPY,38
2022-11-03,EURJPY,33
2022-11-03,NZDJPY,6
2022-11-03,EURCHF,6
2022-11-03,USDNOK,7
2022-11-03,GBPAUD,2
2022-11-03,GBPCAD,3
2022-11-03,USDCHF,5
2022-11-03,USDSEK,3
2022-11-03,EURSEK,1
2022-11-03,XAGUSD,4
2022-11-03,AUDJPY,1
2022-11-04,CADJPY,17
2022-11-04,GBPJPY,45
2022-11-04,USDJPY,52
2022-11-04,XAUUSD,83
2022-11-04,EURAUD,12
2022-11-04,CHFJPY,37
2022-11-04,EURJPY,33
2022-11-04,NZDJPY,6
2022-11-04,EURCHF,6
2022-11-04,USDNOK,7
2022-11-04,GBPAUD,1
2022-11-04,GBPCAD,3
2022-11-04,USDCHF,5
2022-11-04,USDSEK,3
2022-11-04,EURSEK,1
2022-11-04,XAGUSD,3
2022-11-04,AUDJPY,1
2022-11-07,CADJPY,15
2022-11-07,GBPJPY,42
2022-11-07,USDJPY,49
2022-11-07,XAUUSD,83
2022-11-07,EURAUD,12
2022-11-07,CHFJPY,37
2022-11-07,EURJPY,31
2022-11-07,NZDJPY,6
2022-11-07,EURCHF,5
2022-11-07,USDNOK,6
2022-11-07,GBPAUD,1
2022-11-07,GBPCAD,3
2022-11-07,USDCHF,5
2022-11-07,USDSEK,3
2022-11-07,EURSEK,1
2022-11-07,XAGUSD,3
2022-11-07,AUDJPY,1
2022-11-08,CADJPY,14
2022-11-08,GBPJPY,42
2022-11-08,USDJPY,48
2022-11-08,XAUUSD,83
2022-11-08,EURAUD,12
2022-11-08,CHFJPY,37
2022-11-08,EURJPY,30
2022-11-08,NZDJPY,6
2022-11-08,EURCHF,5
2022-11-08,USDNOK,6
2022-11-08,GBPAUD,1
2022-11-08,GBPCAD,3
2022-11-08,USDCHF,5
2022-11-08,USDSEK,3
2022-11-08,EURSEK,1
2022-11-08,XAGUSD,3
2022-11-08,AUDJPY,1
2022-11-09,CADJPY,16
2022-11-09,GBPJPY,43
2022-11-09,USDJPY,51
2022-11-09,XAUUSD,89
2022-11-09,EURAUD,12
2022-11-09,CHFJPY,42
2022-11-09,EURJPY,33
2022-11-09,NZDJPY,7
2022-11-09,EURCHF,5
2022-11-09,USDNOK,6
2022-11-09,GBPAUD,1
2022-11-09,GBPCAD,3
2022-11-09,USDCHF,5
2022-11-09,USDSEK,3
2022-11-09,EURSEK,1
2022-11-09,XAGUSD,4
2022-11-09,AUDJPY,3
2022-11-10,CADJPY,16
2022-11-10,GBPJPY,43
2022-11-10,USDJPY,51
2022-11-10,XAUUSD,89
2022-11-10,EURAUD,12
2022-11-10,CHFJPY,42
2022-11-10,EURJPY,33
2022-11-10,NZDJPY,7
2022-11-10,EURCHF,5
2022-11-10,USDNOK,6
2022-11-10,GBPAUD,1
2022-11-10,GBPCAD,3
2022-11-10,USDCHF,5
2022-11-10,USDSEK,3
2022-11-10,EURSEK,1
2022-11-10,XAGUSD,4
2022-11-10,AUDJPY,3
2022-11-11,CADJPY,15
2022-11-11,GBPJPY,43
2022-11-11,USDJPY,50
2022-11-11,XAUUSD,89
2022-11-11,EURAUD,12
2022-11-11,CHFJPY,42
2022-11-11,EURJPY,30
2022-11-11,NZDJPY,7
2022-11-11,EURCHF,5
2022-11-11,USDNOK,6
2022-11-11,GBPAUD,1
2022-11-11,GBPCAD,3
2022-11-11,USDCHF,5
2022-11-11,USDSEK,3
2022-11-11,EURSEK,1
2022-11-11,XAGUSD,3
2022-11-11,AUDJPY,3
2022-11-14,CADJPY,13
2022-11-14,GBPJPY,41
2022-11-14,USDJPY,46
2022-11-14,XAUUSD,88
2022-11-14,EURAUD,12
2022-11-14,CHFJPY,41
2022-11-14,EURJPY,30
2022-11-14,NZDJPY,6
2022-11-14,EURCHF,4
2022-11-14,USDNOK,6
2022-11-14,GBPAUD,1
2022-11-14,GBPCAD,3
2022-11-14,USDCHF,5
2022-11-14,USDSEK,3
2022-11-14,EURSEK,1
2022-11-14,XAGUSD,3
2022-11-14,AUDJPY,3
2022-11-15,CADJPY,13
2022-11-15,GBPJPY,41
2022-11-15,USDJPY,45
2022-11-15,XAUUSD,88
2022-11-15,EURAUD,12
2022-11-15,CHFJPY,40
2022-11-15,EURJPY,29
2022-11-15,NZDJPY,6
2022-11-15,EURCHF,4
2022-11-15,USDNOK,6
2022-11-15,GBPAUD,1
2022-11-15,GBPCAD,3
2022-11-15,USDCHF,5
2022-11-15,USDSEK,3
2022-11-15,EURSEK,1
2022-11-15,XAGUSD,3
2022-11-15,AUDJPY,3
2022-11-16,CADJPY,14
2022-11-16,GBPJPY,43
2022-11-16,USDJPY,48
2022-11-16,XAUUSD,93
2022-11-16,EURAUD,12
2022-11-16,CHFJPY,45
2022-11-16,EURJPY,32
2022-11-16,NZDJPY,6
2022-11-16,EURCHF,4
2022-11-16,USDNOK,6
2022-11-16,GBPAUD,1
2022-11-16,GBPCAD,3
2022-11-16,USDCHF,5
2022-11-16,USDSEK,3
2022-11-16,EURSEK,1
2022-11-16,AUDJPY,5
2022-11-16,XAGUSD,3
2022-11-17,CADJPY,14
2022-11-17,GBPJPY,43
2022-11-17,USDJPY,48
2022-11-17,XAUUSD,93
2022-11-17,EURAUD,12
2022-11-17,CHFJPY,45
2022-11-17,EURJPY,32
2022-11-17,NZDJPY,6
2022-11-17,EURCHF,4
2022-11-17,USDNOK,6
2022-11-17,GBPAUD,1
2022-11-17,GBPCAD,3
2022-11-17,USDCHF,5
2022-11-17,USDSEK,3
2022-11-17,EURSEK,1
2022-11-17,AUDJPY,5
2022-11-17,XAGUSD,3
2022-11-18,CADJPY,14
2022-11-18,GBPJPY,43
2022-11-18,USDJPY,47
2022-11-18,XAUUSD,93
2022-11-18,EURAUD,12
2022-11-18,CHFJPY,44
2022-11-18,EURJPY,31
2022-11-18,NZDJPY,6
2022-11-18,EURCHF,4
2022-11-18,USDNOK,6
2022-11-18,GBPAUD,1
2022-11-18,GBPCAD,3
2022-11-18,USDCHF,5
2022-11-18,USDSEK,3
2022-11-18,EURSEK,1
2022-11-18,AUDJPY,5
2022-11-18,XAGUSD,3
2022-11-21,CADJPY,14
2022-11-21,GBPJPY,42
2022-11-21,USDJPY,45
2022-11-21,XAUUSD,93
2022-11-21,EURAUD,12
2022-11-21,CHFJPY,42
2022-11-21,EURJPY,31
2022-11-21,NZDJPY,6
2022-11-21,EURCHF,3
2022-11-21,USDNOK,6
2022-11-21,GBPAUD,1
2022-11-21,GBPCAD,3
2022-11-21,USDCHF,5
2022-11-21,USDSEK,3
2022-11-21,EURSEK,1
2022-11-21,AUDJPY,5
2022-11-21,XAGUSD,3
2022-11-22,CADJPY,14
2022-11-22,GBPJPY,42
2022-11-22,USDJPY,45
2022-11-22,XAUUSD,93
2022-11-22,EURAUD,12
2022-11-22,CHFJPY,42
2022-11-22,EURJPY,31
2022-11-22,NZDJPY,6
2022-11-22,EURCHF,3
2022-11-22,USDNOK,6
2022-11-22,GBPAUD,1
2022-11-22,GBPCAD,3
2022-11-22,USDCHF,5
2022-11-22,USDSEK,3
2022-11-22,EURSEK,1
2022-11-22,AUDJPY,5
2022-11-22,XAGUSD,3
2022-11-23,CADJPY,13
2022-11-23,GBPJPY,41
2022-11-23,USDJPY,44
2022-11-23,XAUUSD,93
2022-11-23,EURAUD,12
2022-11-23,CHFJPY,41
2022-11-23,EURJPY,29
2022-11-23,NZDJPY,6
2022-11-23,EURCHF,3
2022-11-23,USDNOK,6
2022-11-23,GBPAUD,1
2022-11-23,GBPCAD,3
2022-11-23,USDCHF,5
2022-11-23,USDSEK,3
2022-11-23,EURSEK,1
2022-11-23,AUDJPY,4
2022-11-23,XAGUSD,1
2022-11-24,CADJPY,13
2022-11-24,GBPJPY,41
2022-11-24,USDJPY,44
2022-11-24,XAUUSD,93
2022-11-24,EURAUD,12
2022-11-24,CHFJPY,41
2022-11-24,EURJPY,29
2022-11-24,NZDJPY,6
2022-11-24,EURCHF,3
2022-11-24,USDNOK,6
2022-11-24,GBPAUD,1
2022-11-24,GBPCAD,3
2022-11-24,USDCHF,5
2022-11-24,USDSEK,3
2022-11-24,EURSEK,1
2022-11-24,AUDJPY,4
2022-11-24,XAGUSD,1
2022-11-25,CADJPY,13
2022-11-25,GBPJPY,41
2022-11-25,USDJPY,44
2022-11-25,XAUUSD,93
2022-11-25,EURAUD,12
2022-11-25,CHFJPY,41
2022-11-25,EURJPY,29
2022-11-25,NZDJPY,6
2022-11-25,EURCHF,3
2022-11-25,USDNOK,6
2022-11-25,GBPAUD,1
2022-11-25,GBPCAD,3
2022-11-25,USDCHF,5
2022-11-25,USDSEK,3
2022-11-25,EURSEK,1
2022-11-25,AUDJPY,4
2022-11-25,XAGUSD,1
2022-11-28,CADJPY,13
2022-11-28,GBPJPY,41
2022-11-28,USDJPY,43
2022-11-28,XAUUSD,93
2022-11-28,EURAUD,12
2022-11-28,CHFJPY,40
2022-11-28,EURJPY,29
2022-11-28,NZDJPY,6
2022-11-28,EURCHF,3
2022-11-28,GBPAUD,1
2022-11-28,USDNOK,5
2022-11-28,GBPCAD,3
2022-11-28,USDCHF,5
2022-11-28,USDSEK,3
2022-11-28,EURSEK,1
2022-11-28,AUDJPY,4
2022-11-28,XAGUSD,1
2022-11-29,CADJPY,13
2022-11-29,GBPJPY,41
2022-11-29,USDJPY,43
2022-11-29,XAUUSD,93
2022-11-29,EURAUD,12
2022-11-29,CHFJPY,40
2022-11-29,EURJPY,29
2022-11-29,NZDJPY,6
2022-11-29,EURCHF,3
2022-11-29,GBPAUD,1
2022-11-29,USDNOK,5
2022-11-29,GBPCAD,3
2022-11-29,USDCHF,5
2022-11-29,USDSEK,3
2022-11-29,EURSEK,1
2022-11-29,AUDJPY,4
2022-11-29,XAGUSD,1
2022-11-30,CADJPY,13
2022-11-30,USDJPY,44
2022-11-30,XAUUSD,101
2022-11-30,EURAUD,12
2022-11-30,CHFJPY,46
2022-11-30,GBPJPY,41
2022-11-30,EURJPY,28
2022-11-30,NZDJPY,7
2022-11-30,EURCHF,3
2022-11-30,GBPAUD,1
2022-11-30,USDNOK,5
2022-11-30,GBPCAD,3
2022-11-30,USDCHF,5
2022-11-30,USDSEK,3
2022-11-30,EURSEK,2
2022-11-30,AUDJPY,3
2022-11-30,XAGUSD,3
2022-11-30,GBPCHF,1
2022-12-01,CADJPY,12
2022-12-01,USDJPY,43
2022-12-01,XAUUSD,101
2022-12-01,EURAUD,12
2022-12-01,CHFJPY,46
2022-12-01,EURJPY,28
2022-12-01,GBPJPY,40
2022-12-01,NZDJPY,7
2022-12-01,EURCHF,3
2022-12-01,GBPAUD,1
2022-12-01,USDNOK,5
2022-12-01,GBPCAD,3
2022-12-01,USDCHF,5
2022-12-01,USDSEK,3
2022-12-01,EURSEK,2
2022-12-01,AUDJPY,3
2022-12-01,XAGUSD,3
2022-12-01,GBPCHF,1
2022-12-02,CADJPY,12
2022-12-02,USDJPY,42
2022-12-02,XAUUSD,101
2022-12-02,EURAUD,12
2022-12-02,CHFJPY,44
2022-12-02,EURJPY,28
2022-12-02,GBPJPY,39
2022-12-02,NZDJPY,7
2022-12-02,EURCHF,3
2022-12-02,GBPCAD,3
2022-12-02,USDCHF,5
2022-12-02,USDNOK,4
2022-12-02,USDSEK,3
2022-12-02,EURSEK,2
2022-12-02,AUDJPY,3
2022-12-02,XAGUSD,3
2022-12-02,GBPCHF,1
2022-12-05,CADJPY,10
2022-12-05,USDJPY,41
2022-12-05,XAUUSD,101
2022-12-05,EURAUD,12
2022-12-05,CHFJPY,44
2022-12-05,EURJPY,28
2022-12-05,GBPJPY,36
2022-12-05,NZDJPY,7
2022-12-05,EURCHF,3
2022-12-05,GBPCAD,3
2022-12-05,USDCHF,5
2022-12-05,USDNOK,4
2022-12-05,USDSEK,3
2022-12-05,EURSEK,2
2022-12-05,AUDJPY,3
2022-12-05,XAGUSD,3
2022-12-05,GBPCHF,1
2022-12-06,CADJPY,10
2022-12-06,USDJPY,40
2022-12-06,XAUUSD,100
2022-12-06,EURAUD,12
2022-12-06,CHFJPY,44
2022-12-06,EURJPY,27
2022-12-06,GBPJPY,35
2022-12-06,NZDJPY,6
2022-12-06,EURCHF,3
2022-12-06,GBPCAD,3
2022-12-06,USDCHF,5
2022-12-06,USDSEK,3
2022-12-06,USDNOK,3
2022-12-06,EURSEK,2
2022-12-06,AUDJPY,3
2022-12-06,XAGUSD,3
2022-12-06,GBPCHF,1
2022-12-07,CADJPY,10
2022-12-07,USDJPY,42
2022-12-07,XAUUSD,104
2022-12-07,EURAUD,12
2022-12-07,CHFJPY,50
2022-12-07,EURJPY,28
2022-12-07,GBPJPY,35
2022-12-07,NZDJPY,7
2022-12-07,EURCHF,3
2022-12-07,GBPCAD,3
2022-12-07,USDCHF,5
2022-12-07,USDSEK,3
2022-12-07,USDNOK,3
2022-12-07,EURSEK,3
2022-12-07,AUDJPY,5
2022-12-07,XAGUSD,5
2022-12-08,CADJPY,10
2022-12-08,USDJPY,41
2022-12-08,XAUUSD,104
2022-12-08,EURAUD,12
2022-12-08,CHFJPY,50
2022-12-08,EURJPY,27
2022-12-08,GBPJPY,34
2022-12-08,NZDJPY,7
2022-12-08,EURCHF,3
2022-12-08,GBPCAD,3
2022-12-08,USDCHF,5
2022-12-08,USDSEK,3
2022-12-08,USDNOK,3
2022-12-08,EURSEK,3
2022-12-08,AUDJPY,5
2022-12-08,XAGUSD,5
2022-12-09,CADJPY,10
2022-12-09,USDJPY,41
2022-12-09,XAUUSD,104
2022-12-09,EURAUD,12
2022-12-09,CHFJPY,49
2022-12-09,EURJPY,27
2022-12-09,GBPJPY,33
2022-12-09,NZDJPY,7
2022-12-09,EURCHF,3
2022-12-09,GBPCAD,3
2022-12-09,USDCHF,5
2022-12-09,USDSEK,3
2022-12-09,USDNOK,3
2022-12-09,EURSEK,3
2022-12-09,AUDJPY,4
2022-12-09,XAGUSD,5
2022-12-12,CADJPY,9
2022-12-12,USDJPY,39
2022-12-12,XAUUSD,103
2022-12-12,EURAUD,12
2022-12-12,CHFJPY,49
2022-12-12,EURJPY,25
2022-12-12,GBPJPY,32
2022-12-12,NZDJPY,7
2022-12-12,EURCHF,2
2022-12-12,GBPCAD,3
2022-12-12,USDCHF,5
