date,pair,new_trades
2006-09-01,AUDJPY,3
2006-09-01,USDJPY,8
2006-09-01,CHFJPY,1
2006-09-01,NZDUSD,1
2006-09-01,GBPJPY,4
2006-09-01,EURJPY,2
2006-09-01,XAGUSD,4
2006-09-01,XAUUSD,2
2006-09-01,NZDJPY,1
2006-09-01,EURUSD,1
2006-09-04,AUDJPY,3
2006-09-04,USDJPY,8
2006-09-04,CHFJPY,1
2006-09-04,NZDUSD,1
2006-09-04,GBPJPY,4
2006-09-04,EURJPY,2
2006-09-04,XAGUSD,4
2006-09-04,XAUUSD,2
2006-09-04,NZDJPY,1
2006-09-04,EURUSD,1
2006-09-05,NZDUSD,2
2006-09-05,CHFJPY,5
2006-09-05,AUDJPY,3
2006-09-05,USDJPY,6
2006-09-05,GBPJPY,2
2006-09-05,EURJPY,2
2006-09-05,XAGUSD,4
2006-09-05,NZDJPY,1
2006-09-05,EURUSD,1
2006-09-05,XAUUSD,1
2006-09-06,NZDUSD,2
2006-09-06,CHFJPY,5
2006-09-06,AUDJPY,3
2006-09-06,USDJPY,6
2006-09-06,GBPJPY,2
2006-09-06,EURJPY,2
2006-09-06,XAGUSD,5
2006-09-06,NZDJPY,1
2006-09-06,EURUSD,1
2006-09-07,CHFJPY,5
2006-09-07,NZDUSD,2
2006-09-07,AUDJPY,3
2006-09-07,USDJPY,5
2006-09-07,GBPJPY,2
2006-09-07,EURJPY,2
2006-09-07,XAGUSD,6
2006-09-07,NZDJPY,1
2006-09-07,EURUSD,1
2006-09-08,CHFJPY,6
2006-09-08,NZDUSD,2
2006-09-08,AUDJPY,3
2006-09-08,USDJPY,6
2006-09-08,GBPJPY,2
2006-09-08,EURJPY,2
2006-09-08,XAGUSD,4
2006-09-08,NZDJPY,1
2006-09-08,EURUSD,1
2006-09-11,NZDUSD,2
2006-09-11,CHFJPY,7
2006-09-11,AUDJPY,3
2006-09-11,USDJPY,6
2006-09-11,GBPJPY,2
2006-09-11,EURJPY,2
2006-09-11,XAGUSD,4
2006-09-11,EURUSD,1
2006-09-12,NZDUSD,2
2006-09-12,CHFJPY,7
2006-09-12,AUDJPY,3
2006-09-12,USDJPY,6
2006-09-12,GBPJPY,2
2006-09-12,EURJPY,2
2006-09-12,XAGUSD,4
2006-09-12,EURUSD,1
2006-09-13,NZDUSD,2
2006-09-13,CHFJPY,7
2006-09-13,AUDJPY,3
2006-09-13,USDJPY,6
2006-09-13,GBPJPY,2
2006-09-13,EURJPY,2
2006-09-13,XAGUSD,4
2006-09-13,EURUSD,1
2006-09-14,CHFJPY,7
2006-09-14,AUDJPY,3
2006-09-14,USDJPY,7
2006-09-14,NZDUSD,1
2006-09-14,GBPJPY,2
2006-09-14,EURJPY,2
2006-09-14,XAGUSD,4
2006-09-14,EURUSD,1
2006-09-15,CHFJPY,5
2006-09-15,AUDJPY,3
2006-09-15,USDJPY,7
2006-09-15,NZDUSD,1
2006-09-15,GBPJPY,2
2006-09-15,EURJPY,4
2006-09-15,XAGUSD,4
2006-09-15,EURUSD,1
2006-09-18,CHFJPY,4
2006-09-18,AUDJPY,2
2006-09-18,USDJPY,6
2006-09-18,NZDUSD,1
2006-09-18,GBPJPY,2
2006-09-18,EURJPY,4
2006-09-18,XAGUSD,6
2006-09-18,NZDJPY,1
2006-09-18,XAUUSD,1
2006-09-19,CHFJPY,4
2006-09-19,AUDJPY,3
2006-09-19,USDJPY,6
2006-09-19,NZDUSD,1
2006-09-19,GBPJPY,2
2006-09-19,EURJPY,3
2006-09-19,XAGUSD,6
2006-09-19,NZDJPY,1
2006-09-19,XAUUSD,1
2006-09-22,CHFJPY,5
2006-09-22,AUDJPY,3
2006-09-22,USDJPY,8
2006-09-22,NZDUSD,1
2006-09-22,GBPJPY,2
2006-09-22,EURJPY,3
2006-09-22,XAGUSD,4
2006-09-22,XAUUSD,1
2006-09-28,CHFJPY,4
2006-09-28,NZDUSD,2
2006-09-28,AUDJPY,3
2006-09-28,USDJPY,7
2006-09-28,GBPJPY,2
2006-09-28,EURJPY,4
2006-09-28,XAGUSD,4
2006-09-28,NZDJPY,1
2006-10-03,NZDUSD,2
2006-10-03,CHFJPY,5
2006-10-03,AUDJPY,3
2006-10-03,USDJPY,7
2006-10-03,GBPJPY,2
2006-10-03,EURJPY,4
2006-10-03,XAGUSD,4
2006-10-09,AUDJPY,4
2006-10-09,NZDUSD,2
2006-10-09,CHFJPY,4
2006-10-09,USDJPY,4
2006-10-09,GBPJPY,3
2006-10-09,EURJPY,6
2006-10-09,XAGUSD,4
2006-10-13,AUDJPY,6
2006-10-13,USDJPY,3
2006-10-13,USDCAD,1
2006-10-13,NZDUSD,2
2006-10-13,GBPJPY,3
2006-10-13,EURNOK,1
2006-10-13,EURJPY,4
2006-10-13,XAGUSD,4
2006-10-13,XAUUSD,1
2006-10-13,NZDJPY,1
2006-10-13,CHFJPY,1
2006-10-23,AUDJPY,6
2006-10-23,USDJPY,4
2006-10-23,EURSEK,1
2006-10-23,NZDUSD,1
2006-10-23,GBPJPY,5
2006-10-23,EURJPY,3
2006-10-23,XAGUSD,4
2006-10-23,XAUUSD,1
2006-10-23,CHFJPY,2
2006-11-03,CHFJPY,1
2006-11-03,GBPJPY,4
2006-11-03,AUDJPY,7
2006-11-03,USDJPY,8
2006-11-03,EURJPY,3
2006-11-03,XAGUSD,4
2006-11-10,CHFJPY,1
2006-11-10,GBPJPY,8
2006-11-10,AUDJPY,7
2006-11-10,USDCHF,2
2006-11-10,NZDUSD,2
2006-11-10,EURJPY,2
2006-11-10,XAGUSD,4
2006-11-10,USDJPY,1
2006-11-17,CHFJPY,1
2006-11-17,GBPJPY,3
2006-11-17,AUDJPY,8
2006-11-17,NZDUSD,2
2006-11-17,USDJPY,6
2006-11-17,EURJPY,3
2006-11-17,XAGUSD,4
2006-12-01,USDJPY,6
2006-12-01,USDNOK,4
2006-12-01,EURUSD,6
2006-12-01,AUDJPY,5
2006-12-01,XAGUSD,4
2006-12-01,USDCHF,1
2006-12-01,GBPUSD,1
2006-12-08,EURUSD,10
2006-12-08,AUDJPY,6
2006-12-08,USDCHF,2
2006-12-08,NZDUSD,2
2006-12-08,GBPJPY,1
2006-12-08,EURJPY,1
2006-12-08,XAGUSD,4
2006-12-08,GBPUSD,1
2006-12-14,AUDJPY,7
2006-12-14,USDJPY,5
2006-12-14,CHFJPY,1
2006-12-14,NZDUSD,2
2006-12-14,GBPJPY,1
2006-12-14,EURJPY,1
2006-12-14,XAGUSD,4
2006-12-14,EURUSD,4
2006-12-14,GBPUSD,1
2006-12-14,USDCAD,1
2006-12-22,AUDJPY,7
2006-12-22,USDJPY,7
2006-12-22,USDCHF,1
2006-12-22,NZDUSD,2
2006-12-22,USDNOK,1
2006-12-22,EURJPY,1
2006-12-22,XAGUSD,4
2006-12-22,EURUSD,3
2006-12-22,GBPUSD,1
2007-01-02,USDNOK,2
2007-01-02,AUDJPY,7
2007-01-02,USDSEK,1
2007-01-02,NZDUSD,2
2007-01-02,USDJPY,7
2007-01-02,EURJPY,1
2007-01-02,GBPJPY,1
2007-01-02,XAGUSD,4
2007-01-02,EURUSD,1
2007-01-02,GBPUSD,1
2007-01-08,GBPJPY,6
2007-01-08,CHFJPY,3
2007-01-08,USDCHF,1
2007-01-08,NZDUSD,2
2007-01-08,EURJPY,2
2007-01-08,AUDJPY,5
2007-01-08,XAGUSD,4
2007-01-08,USDJPY,4
2007-01-15,USDCHF,1
2007-01-15,AUDJPY,8
2007-01-15,USDJPY,3
2007-01-15,NZDUSD,4
2007-01-15,USDCAD,1
2007-01-15,EURJPY,4
2007-01-15,XAGUSD,4
2007-01-15,GBPUSD,1
2007-01-15,EURUSD,1
2007-01-22,AUDJPY,7
2007-01-22,USDCHF,1
2007-01-22,USDNOK,1
2007-01-22,NZDUSD,4
2007-01-22,GBPJPY,4
2007-01-22,USDJPY,2
2007-01-22,EURJPY,2
2007-01-22,XAGUSD,4
2007-01-22,GBPUSD,1
2007-01-22,EURUSD,1
2007-01-31,NZDUSD,1
2007-01-31,CHFJPY,4
2007-01-31,GBPJPY,7
2007-01-31,EURJPY,5
2007-01-31,USDJPY,5
2007-01-31,AUDJPY,3
2007-01-31,XAGUSD,2
2007-02-08,USDJPY,4
2007-02-08,NZDUSD,2
2007-02-08,EURJPY,9
2007-02-08,CHFJPY,6
2007-02-08,XAGUSD,4
2007-02-08,AUDJPY,2
2007-02-20,CHFJPY,5
2007-02-20,EURJPY,5
2007-02-20,USDJPY,6
2007-02-20,GBPJPY,5
2007-02-20,NZDUSD,1
2007-02-20,EURUSD,3
2007-02-20,XAGUSD,2
2007-03-05,AUDUSD,9
2007-03-05,USDJPY,2
2007-03-05,CHFJPY,1
2007-03-05,GBPJPY,2
2007-03-05,NZDUSD,7
2007-03-05,EURJPY,1
2007-03-05,XAGUSD,4
2007-03-05,NZDJPY,1
2007-03-09,NZDUSD,3
2007-03-09,AUDJPY,12
2007-03-09,USDJPY,3
2007-03-09,GBPJPY,2
2007-03-09,EURJPY,1
2007-03-09,XAGUSD,4
2007-03-09,AUDUSD,1
2007-03-09,EURCHF,1
2007-03-14,NZDUSD,3
2007-03-14,AUDJPY,3
2007-03-14,USDJPY,5
2007-03-14,CHFJPY,4
2007-03-14,EURJPY,1
2007-03-14,XAGUSD,5
2007-03-14,GBPJPY,3
2007-03-14,AUDNZD,1
2007-03-14,AUDUSD,1
2007-03-14,EURCHF,1
2007-03-21,EURUSD,3
2007-03-21,EURJPY,2
2007-03-21,USDJPY,5
2007-03-21,NZDUSD,4
2007-03-21,GBPJPY,5
2007-03-21,AUDJPY,1
2007-03-21,XAGUSD,5
2007-03-21,EURCHF,1
2007-03-21,CADJPY,1
2007-03-30,CHFJPY,4
2007-03-30,AUDJPY,2
2007-03-30,EURUSD,6
2007-03-30,EURJPY,2
2007-03-30,NZDUSD,4
2007-03-30,USDJPY,2
2007-03-30,GBPJPY,2
2007-03-30,XAGUSD,4
2007-03-30,CADJPY,1
2007-04-09,CHFJPY,6
2007-04-09,EURJPY,5
2007-04-09,AUDJPY,1
2007-04-09,NZDUSD,2
2007-04-09,XAGUSD,5
2007-04-09,EURUSD,4
2007-04-09,USDCHF,1
2007-04-09,AUDNZD,1
2007-04-09,CADJPY,1
2007-04-09,USDJPY,1
2007-04-13,CHFJPY,5
2007-04-13,EURJPY,5
2007-04-13,AUDJPY,1
2007-04-13,NZDUSD,2
2007-04-13,USDCHF,2
2007-04-13,XAGUSD,5
2007-04-13,EURUSD,4
2007-04-13,GBPUSD,1
2007-04-13,CADJPY,1
2007-04-13,USDJPY,1
2007-04-23,EURJPY,7
2007-04-23,EURUSD,5
2007-04-23,AUDJPY,2
2007-04-23,GBPJPY,1
2007-04-23,USDCHF,1
2007-04-23,XAGUSD,5
2007-04-23,NZDUSD,1
2007-04-23,AUDNZD,2
2007-04-23,GBPUSD,1
2007-04-23,CADJPY,1
2007-04-23,USDJPY,1
2007-05-04,EURJPY,5
2007-05-04,CHFJPY,7
2007-05-04,AUDJPY,2
2007-05-04,NZDUSD,1
2007-05-04,XAGUSD,5
2007-05-04,EURUSD,2
2007-05-04,AUDNZD,1
2007-05-04,GBPUSD,1
2007-05-04,CADJPY,1
2007-05-04,NZDJPY,1
2007-05-04,USDJPY,1
2007-05-14,CHFJPY,9
2007-05-14,EURJPY,5
2007-05-14,AUDJPY,2
2007-05-14,XAGUSD,5
2007-05-14,AUDNZD,3
2007-05-14,CADJPY,1
2007-05-14,NZDJPY,1
2007-05-14,USDJPY,1
2007-05-22,EURJPY,5
2007-05-22,CHFJPY,8
2007-05-22,USDJPY,5
2007-05-22,XAGUSD,4
2007-05-22,NZDUSD,1
2007-05-22,AUDNZD,2
2007-05-22,CADJPY,1
2007-05-22,NZDJPY,1
2007-06-01,GBPJPY,2
2007-06-01,EURJPY,6
2007-06-01,AUDJPY,1
2007-06-01,CHFJPY,7
2007-06-01,USDJPY,3
2007-06-01,XAGUSD,3
2007-06-01,NZDUSD,1
2007-06-01,AUDNZD,2
2007-06-01,CADJPY,1
2007-06-01,NZDJPY,1
2007-06-06,EURJPY,5
2007-06-06,GBPJPY,3
2007-06-06,AUDJPY,1
2007-06-06,CHFJPY,7
2007-06-06,USDJPY,3
2007-06-06,XAGUSD,3
2007-06-06,NZDUSD,1
2007-06-06,AUDNZD,2
2007-06-06,CADJPY,1
2007-06-06,NZDJPY,1
2007-06-12,CHFJPY,5
2007-06-12,EURJPY,5
2007-06-12,AUDJPY,1
2007-06-12,USDJPY,3
2007-06-12,GBPJPY,1
2007-06-12,XAGUSD,5
2007-06-12,NZDUSD,2
2007-06-12,AUDNZD,1
2007-06-12,EURGBP,1
2007-06-12,CADJPY,1
2007-06-12,NZDJPY,1
2007-06-12,XAUUSD,1
2007-06-18,NZDUSD,2
2007-06-18,EURJPY,6
2007-06-18,GBPJPY,3
2007-06-18,CHFJPY,5
2007-06-18,USDJPY,3
2007-06-18,XAGUSD,4
2007-06-18,AUDNZD,2
2007-06-18,CADJPY,1
2007-06-18,NZDJPY,1
2007-06-22,EURJPY,5
2007-06-22,GBPJPY,4
2007-06-22,CHFJPY,3
2007-06-22,AUDJPY,2
2007-06-22,USDJPY,4
2007-06-22,XAGUSD,4
2007-06-22,AUDNZD,2
2007-06-22,NZDUSD,1
2007-06-22,CADJPY,1
2007-06-22,NZDJPY,1
2007-07-02,USDJPY,4
2007-07-02,EURJPY,5
2007-07-02,CHFJPY,8
2007-07-02,NZDUSD,1
2007-07-02,XAGUSD,4
2007-07-02,XAUUSD,2
2007-07-02,AUDNZD,1
2007-07-02,CADJPY,1
2007-07-02,NZDJPY,1
2007-07-09,USDJPY,4
2007-07-09,EURJPY,4
2007-07-09,CHFJPY,6
2007-07-09,NZDUSD,3
2007-07-09,GBPJPY,1
2007-07-09,XAGUSD,4
2007-07-09,XAUUSD,2
2007-07-09,AUDNZD,1
2007-07-09,CADJPY,1
2007-07-09,NZDJPY,1
2007-07-13,USDJPY,6
2007-07-13,CHFJPY,7
2007-07-13,EURJPY,4
2007-07-13,XAGUSD,4
2007-07-13,XAUUSD,2
2007-07-13,AUDNZD,1
2007-07-13,NZDUSD,1
2007-07-13,CADJPY,1
2007-07-13,NZDJPY,1
2007-07-23,USDJPY,5
2007-07-23,CHFJPY,5
2007-07-23,EURJPY,4
2007-07-23,NZDUSD,1
2007-07-23,XAGUSD,4
2007-07-23,XAUUSD,3
2007-07-23,EURUSD,1
2007-07-23,AUDNZD,1
2007-07-23,EURCHF,1
2007-07-23,CADJPY,1
2007-07-23,NZDJPY,1
2007-07-30,NZDUSD,1
2007-07-30,CHFJPY,2
2007-07-30,USDCHF,1
2007-07-30,AUDUSD,7
2007-07-30,EURJPY,4
2007-07-30,USDJPY,3
2007-07-30,XAGUSD,4
2007-07-30,XAUUSD,3
2007-07-30,EURCHF,1
2007-07-30,CADJPY,1
2007-08-07,NZDUSD,5
2007-08-07,USDJPY,4
2007-08-07,AUDUSD,8
2007-08-07,CHFJPY,2
2007-08-07,XAUUSD,2
2007-08-07,XAGUSD,4
2007-08-07,EURCHF,1
2007-08-07,CADJPY,1
2007-08-13,NZDUSD,4
2007-08-13,USDCHF,1
2007-08-13,AUDUSD,11
2007-08-13,CHFJPY,1
2007-08-13,USDJPY,2
2007-08-13,XAUUSD,2
2007-08-13,XAGUSD,4
2007-08-13,EURCHF,1
2007-08-13,CADJPY,1
2007-08-21,AUDNZD,4
2007-08-21,EURUSD,1
2007-08-21,CHFJPY,1
2007-08-21,USDSEK,2
2007-08-21,USDNOK,2
2007-08-21,GBPUSD,2
2007-08-21,NZDUSD,2
2007-08-21,USDJPY,1
2007-08-21,AUDUSD,3
2007-08-21,XAGUSD,4
2007-08-21,XAUUSD,3
2007-08-21,EURCHF,1
2007-08-21,CADJPY,1
2007-08-31,GBPUSD,3
2007-08-31,USDCHF,2
2007-08-31,EURUSD,1
2007-08-31,NZDUSD,7
2007-08-31,USDSEK,3
2007-08-31,USDJPY,1
2007-08-31,XAUUSD,2
2007-08-31,XAGUSD,4
2007-08-31,USDNOK,1
2007-08-31,EURCHF,1
2007-08-31,EURJPY,1
2007-08-31,AUDUSD,1
2007-09-07,GBPUSD,4
2007-09-07,USDCHF,2
2007-09-07,USDSEK,5
2007-09-07,NZDUSD,4
2007-09-07,USDNOK,3
2007-09-07,AUDUSD,1
2007-09-07,XAUUSD,2
2007-09-07,XAGUSD,4
2007-09-07,EURCHF,1
2007-09-07,EURJPY,1
2007-09-14,GBPUSD,2
2007-09-14,AUDUSD,4
2007-09-14,USDCHF,2
2007-09-14,USDJPY,3
2007-09-14,USDSEK,4
2007-09-14,XAGUSD,4
2007-09-14,AUDNZD,1
2007-09-14,AUDJPY,1
2007-09-14,EURJPY,1
2007-09-14,USDNOK,1
2007-09-14,EURCHF,1
2007-09-14,NZDUSD,2
2007-09-14,CHFJPY,1
2007-09-21,GBPUSD,2
2007-09-21,AUDUSD,2
2007-09-21,USDCHF,1
2007-09-21,EURJPY,3
2007-09-21,USDJPY,4
2007-09-21,USDSEK,3
2007-09-21,AUDJPY,1
2007-09-21,AUDNZD,1
2007-09-21,XAUUSD,2
2007-09-21,XAGUSD,3
2007-09-21,USDNOK,1
2007-09-21,EURCHF,1
2007-09-21,NZDUSD,2
2007-09-21,CHFJPY,1
2007-10-01,GBPUSD,2
2007-10-01,AUDUSD,2
2007-10-01,EURJPY,6
2007-10-01,USDJPY,4
2007-10-01,AUDJPY,1
2007-10-01,NZDUSD,4
2007-10-01,AUDNZD,1
2007-10-01,XAGUSD,3
2007-10-01,EURGBP,1
2007-10-01,EURUSD,1
2007-10-01,USDSEK,1
2007-10-01,XAUUSD,1
2007-10-08,GBPUSD,3
2007-10-08,GBPJPY,2
2007-10-08,EURJPY,5
2007-10-08,CHFJPY,1
2007-10-08,AUDUSD,1
2007-10-08,USDJPY,2
2007-10-08,AUDJPY,1
2007-10-08,NZDUSD,4
2007-10-08,AUDNZD,1
2007-10-08,XAGUSD,3
2007-10-08,EURGBP,1
2007-10-08,EURUSD,1
2007-10-08,USDSEK,1
2007-10-08,XAUUSD,1
2007-10-15,EURJPY,5
2007-10-15,GBPUSD,2
2007-10-15,AUDUSD,2
2007-10-15,USDSEK,4
2007-10-15,USDNOK,2
2007-10-15,AUDJPY,2
2007-10-15,XAUUSD,3
2007-10-15,AUDNZD,1
2007-10-15,XAGUSD,3
2007-10-15,EURGBP,1
2007-10-15,USDJPY,1
2007-10-15,CHFJPY,1
2007-10-22,GBPUSD,4
2007-10-22,CHFJPY,3
2007-10-22,AUDUSD,3
2007-10-22,USDJPY,2
2007-10-22,GBPJPY,1
2007-10-22,XAUUSD,2
2007-10-22,AUDNZD,2
2007-10-22,XAGUSD,3
2007-10-22,EURJPY,2
2007-10-22,USDSEK,1
2007-10-22,EURCHF,1
2007-10-22,EURGBP,1
2007-10-22,NZDUSD,2
2007-10-30,CHFJPY,3
2007-10-30,USDCHF,1
2007-10-30,USDJPY,5
2007-10-30,NZDUSD,2
2007-10-30,AUDUSD,2
2007-10-30,GBPJPY,1
2007-10-30,XAUUSD,4
2007-10-30,AUDNZD,2
2007-10-30,XAGUSD,3
2007-10-30,EURJPY,2
2007-10-30,EURCHF,1
2007-10-30,EURGBP,1
2007-11-06,AUDUSD,4
2007-11-06,CHFJPY,3
2007-11-06,USDJPY,2
2007-11-06,NZDUSD,3
2007-11-06,GBPJPY,1
2007-11-06,EURJPY,1
2007-11-06,XAUUSD,4
2007-11-06,XAGUSD,4
2007-11-06,AUDNZD,3
2007-11-06,EURCHF,1
2007-11-06,EURGBP,1
2007-11-13,USDCHF,1
2007-11-13,AUDUSD,5
2007-11-13,USDCAD,2
2007-11-13,USDJPY,2
2007-11-13,NZDUSD,3
2007-11-13,USDSEK,2
2007-11-13,EURJPY,1
2007-11-13,USDNOK,2
2007-11-13,XAUUSD,3
2007-11-13,XAGUSD,4
2007-11-13,AUDNZD,1
2007-11-13,EURCHF,1
2007-11-20,USDCHF,1
2007-11-20,AUDUSD,6
2007-11-20,USDCAD,4
2007-11-20,USDJPY,1
2007-11-20,USDSEK,4
2007-11-20,EURJPY,1
2007-11-20,USDNOK,3
2007-11-20,XAUUSD,1
2007-11-20,XAGUSD,4
2007-11-20,EURCHF,1
2007-11-20,NZDUSD,1
2007-11-30,GBPUSD,6
2007-11-30,USDCHF,1
2007-11-30,AUDUSD,2
2007-11-30,USDCAD,3
2007-11-30,USDJPY,1
2007-11-30,USDSEK,4
2007-11-30,USDNOK,3
2007-11-30,XAGUSD,3
2007-11-30,EURNOK,1
2007-11-30,EURSEK,1
2007-11-30,XAUUSD,2
2007-12-07,GBPUSD,5
2007-12-07,AUDUSD,3
2007-12-07,EURUSD,1
2007-12-07,USDSEK,5
2007-12-07,USDNOK,3
2007-12-07,XAUUSD,3
2007-12-07,XAGUSD,3
2007-12-07,EURNOK,1
2007-12-07,EURSEK,1
2007-12-07,AUDNZD,1
2007-12-07,USDCAD,1
2007-12-14,GBPUSD,4
2007-12-14,EURUSD,1
2007-12-14,USDSEK,6
2007-12-14,AUDUSD,1
2007-12-14,USDJPY,1
2007-12-14,USDNOK,3
2007-12-14,XAUUSD,3
2007-12-14,XAGUSD,3
2007-12-14,EURNOK,1
2007-12-14,EURSEK,1
2007-12-14,AUDNZD,1
2007-12-14,USDCAD,2
2007-12-21,GBPUSD,4
2007-12-21,EURUSD,1
2007-12-21,USDSEK,3
2007-12-21,USDNOK,5
2007-12-21,AUDJPY,1
2007-12-21,EURJPY,1
2007-12-21,XAUUSD,3
2007-12-21,AUDNZD,1
2007-12-21,XAGUSD,3
2007-12-21,EURNOK,1
2007-12-21,EURSEK,1
2007-12-21,NZDUSD,2
2007-12-21,USDCAD,1
2007-12-31,GBPUSD,4
2007-12-31,EURUSD,1
2007-12-31,EURSEK,4
2007-12-31,AUDUSD,1
2007-12-31,USDJPY,1
2007-12-31,USDNOK,3
2007-12-31,USDSEK,3
2007-12-31,XAUUSD,3
2007-12-31,XAGUSD,3
2007-12-31,EURNOK,1
2007-12-31,NZDUSD,2
2007-12-31,USDCAD,1
2008-01-07,GBPUSD,7
2008-01-07,USDJPY,2
2008-01-07,AUDUSD,1
2008-01-07,USDNOK,3
2008-01-07,USDSEK,4
2008-01-07,XAUUSD,3
2008-01-07,AUDNZD,1
2008-01-07,XAGUSD,3
2008-01-07,EURNOK,1
2008-01-07,EURCHF,1
2008-01-07,USDCAD,1
2008-01-14,GBPUSD,4
2008-01-14,AUDUSD,4
2008-01-14,EURUSD,1
2008-01-14,USDNOK,2
2008-01-14,EURJPY,1
2008-01-14,USDJPY,1
2008-01-14,XAGUSD,4
2008-01-14,XAUUSD,4
2008-01-14,AUDNZD,1
2008-01-14,USDSEK,2
2008-01-14,EURCHF,2
2008-01-14,USDCAD,1
2008-01-21,AUDUSD,5
2008-01-21,GBPUSD,2
2008-01-21,EURCHF,5
2008-01-21,USDSEK,4
2008-01-21,EURJPY,1
2008-01-21,XAGUSD,4
2008-01-21,AUDNZD,2
2008-01-21,USDNOK,1
2008-01-21,XAUUSD,2
2008-01-21,USDCAD,1
2008-01-29,AUDUSD,5
2008-01-29,GBPUSD,2
2008-01-29,USDCHF,1
2008-01-29,USDJPY,2
2008-01-29,USDNOK,2
2008-01-29,EURCHF,1
2008-01-29,XAGUSD,4
2008-01-29,XAUUSD,4
2008-01-29,AUDNZD,2
2008-01-29,EURGBP,1
2008-01-29,EURNOK,1
2008-01-29,NZDUSD,1
2008-01-29,USDCAD,1
2008-02-05,AUDUSD,5
2008-02-05,GBPUSD,3
2008-02-05,USDCHF,1
2008-02-05,AUDNZD,5
2008-02-05,USDSEK,4
2008-02-05,NZDUSD,1
2008-02-05,XAUUSD,1
2008-02-05,XAGUSD,3
2008-02-05,EURGBP,1
2008-02-05,CHFJPY,1
2008-02-05,USDCAD,2
2008-02-12,AUDUSD,5
2008-02-12,GBPUSD,2
2008-02-12,USDCHF,1
2008-02-12,USDNOK,1
2008-02-12,USDSEK,4
2008-02-12,EURJPY,1
2008-02-12,USDJPY,1
2008-02-12,XAUUSD,1
2008-02-12,XAGUSD,4
2008-02-12,AUDNZD,3
2008-02-12,EURGBP,1
2008-02-12,EURCHF,1
2008-02-12,NZDUSD,1
2008-02-12,USDCAD,1
2008-02-19,AUDUSD,5
2008-02-19,GBPUSD,4
2008-02-19,USDCHF,1
2008-02-19,USDSEK,4
2008-02-19,AUDNZD,6
2008-02-19,XAUUSD,2
2008-02-19,XAGUSD,3
2008-02-19,EURGBP,1
2008-02-19,USDCAD,1
2008-02-28,AUDUSD,5
2008-02-28,GBPUSD,2
2008-02-28,CHFJPY,1
2008-02-28,USDNOK,4
2008-02-28,AUDNZD,5
2008-02-28,USDSEK,3
2008-02-28,XAGUSD,4
2008-02-28,EURGBP,1
2008-02-28,XAUUSD,1
2008-02-28,USDCAD,1
2008-03-06,AUDUSD,6
2008-03-06,GBPUSD,3
2008-03-06,XAGUSD,6
2008-03-06,USDNOK,4
2008-03-06,XAUUSD,3
2008-03-06,USDSEK,2
2008-03-06,AUDNZD,3
2008-03-13,AUDUSD,7
2008-03-13,GBPUSD,3
2008-03-13,USDNOK,4
2008-03-13,AUDNZD,6
2008-03-13,EURJPY,1
2008-03-13,XAGUSD,4
2008-03-13,USDSEK,1
2008-03-13,USDCAD,1
2008-03-20,USDCHF,1
2008-03-20,EURAUD,3
2008-03-20,AUDUSD,3
2008-03-20,EURCHF,1
2008-03-20,AUDNZD,7
2008-03-20,XAGUSD,5
2008-03-20,XAUUSD,1
2008-03-20,USDNOK,1
2008-03-20,NZDUSD,3
2008-03-20,USDSEK,1
2008-03-20,USDCAD,1
2008-03-31,GBPAUD,9
2008-03-31,USDCHF,1
2008-03-31,AUDNZD,5
2008-03-31,USDNOK,6
2008-03-31,EURNOK,1
2008-03-31,USDSEK,3
2008-03-31,XAGUSD,1
2008-03-31,USDCAD,1
2008-04-07,EURCHF,1
2008-04-07,EURGBP,1
2008-04-07,USDSEK,7
2008-04-07,USDNOK,5
2008-04-07,CHFJPY,2
2008-04-07,GBPAUD,6
2008-04-07,XAGUSD,3
2008-04-07,AUDNZD,2
2008-04-14,USDNOK,6
2008-04-14,GBPAUD,9
2008-04-14,USDSEK,7
2008-04-14,CHFJPY,1
2008-04-14,AUDNZD,2
2008-04-14,NZDUSD,2
2008-04-21,EURCHF,1
2008-04-21,GBPUSD,5
2008-04-21,EURGBP,1
2008-04-21,GBPAUD,8
2008-04-21,USDNOK,6
2008-04-21,AUDNZD,3
2008-04-21,USDSEK,1
2008-04-21,XAUUSD,2
2008-04-28,EURCHF,2
2008-04-28,GBPAUD,9
2008-04-28,GBPJPY,1
2008-04-28,USDNOK,4
2008-04-28,USDSEK,2
2008-04-28,AUDNZD,3
2008-04-28,XAGUSD,4
2008-04-28,CHFJPY,1
2008-04-28,EURGBP,1
2008-05-05,EURCHF,2
2008-05-05,GBPAUD,9
2008-05-05,USDNOK,5
2008-05-05,EURGBP,3
2008-05-05,XAGUSD,2
2008-05-05,AUDNZD,4
2008-05-05,CHFJPY,1
2008-05-05,USDSEK,1
2008-05-12,EURCHF,1
2008-05-12,GBPAUD,9
2008-05-12,USDJPY,1
2008-05-12,EURGBP,3
2008-05-12,USDSEK,4
2008-05-12,XAGUSD,6
2008-05-12,XAUUSD,1
2008-05-12,AUDNZD,2
2008-05-19,EURCHF,2
2008-05-19,GBPAUD,9
2008-05-19,EURGBP,6
2008-05-19,USDCHF,2
2008-05-19,XAGUSD,4
2008-05-19,AUDNZD,4
2008-05-28,EURCHF,1
2008-05-28,CHFJPY,1
2008-05-28,GBPAUD,9
2008-05-28,EURGBP,4
2008-05-28,USDJPY,1
2008-05-28,GBPJPY,1
2008-05-28,AUDNZD,5
